status,homepro_name,homepro_brand,homepro_url,homepro_price,expected_twd_name,expected_twd_url,expected_twd_price,matched_twd_name,matched_twd_url,confidence
NOT_FOUND,ซีเมนต์ขัดผิวแกร่ง BESBOND 25 กก. สีเทา,BESBOND,https://www.homepro.co.th/p/1157244,309.0,ปูนเพิ่มความแข็งแกร่งของพื้น 25 กก. BESBOND รุ่น GBS007AM00A สีเทา,https://www.thaiwatsadu.com/th/sku/60321720,308.0,,,0
NOT_FOUND,เขาควายทั่วไป ISEO 6411 SS สีสเตนเลส,ISEO,https://www.homepro.co.th/p/189178,288.0,มือจับก้านโยกห้องทั่วไปซิงค์ ISON รุ่น 6411,https://www.thaiwatsadu.com/th/sku/60064962,308.0,,,0
NOT_FOUND,เขาควายทั่วไป SOLEX 1704 SN สีสเตนเลส,SOLEX,https://www.homepro.co.th/p/1035756,918.0,มือจับก้านโยกห้องทั่วไปซิงค์พรีเมียมจานสี่เหลี่ยม SOLEX รุ่น 1704 SN สีสเตนเลสด้าน,https://www.thaiwatsadu.com/th/sku/60306162,918.0,,,0
NOT_FOUND,เขาควายห้องน้ำ COLT LITE 1815BT-SN สีซาติน,COLT LITE,https://www.homepro.co.th/p/1201878,720.0,มือจับก้านโยกห้องน้ำพรีเมียมจานกลมสเตนเลส 304 COLT รุ่น 1815 สีซาตินนิกเกิล,https://www.thaiwatsadu.com/th/sku/60322031,658.0,,,0
NOT_FOUND,รองเท้าบูท โบว์ลิ่ง สูง 11 นิ้ว เบอร์ 9.5 สีดำ,โบว์ลิ่ง,https://www.homepro.co.th/p/1136129,179.0,รองเท้าบู๊ต 11 นิ้ว โบว์ลิ่ง รุ่น 2800 เบอร์ 11 สีดำ,https://www.thaiwatsadu.com/th/sku/60185482,169.0,,,0
NOT_FOUND,ลูกกลิ้งทาสีขนสั้นพร้อมด้าม HACHI 7 นิ้ว,HACHI,https://www.homepro.co.th/p/1056864,139.0,ลูกกลิ้งทาสีขนยาว 14 มม. HACHI ขนาด 7 นิ้ว,https://www.thaiwatsadu.com/th/sku/60270101,58.0,,,0
NOT_FOUND,ลูกบิดทั่วไป หัวกลม COLT 26507 สีสเตนเลส,COLT,https://www.homepro.co.th/p/1263543?srsltid=AfmBOopo28bsIEhUTp6r7fY8duz5mHx9S0tpuxDqztnsR2DNEIIGAz3B,289.0,ลูกบิดห้องทั่วไปสเตนเลส หัวกลมจานใหญ่หนา 75 มม. COLT รุ่น 26507,https://www.thaiwatsadu.com/th/sku/60421710,195.0,,,0
NOT_FOUND,สว่านกระแทกไร้สาย (พร้อมแบตเตอรี่) STANLEY SCH10D2K-B1 12 โวลต์,STANLEY,https://www.homepro.co.th/p/1240158,2690.0,สว่านกระแทกไร้สาย 12V 30 Nm. STANLEY รุ่น SCH10D2K-B1 (รวมแบต 2 Ah x 2),https://www.thaiwatsadu.com/th/sku/60405876,2490.0,,,0
NOT_FOUND,เส้นเอ็น KING LAIKER NO.80,KING LAIKER,https://www.homepro.co.th/p/1128895,60.0,สายเอ็นสะท้อนแสง (หัวสิงห์) SPOA ขนาด 0.8 มม. x 35 เมตร สีเขียว,https://www.thaiwatsadu.com/th/sku/60310251,27.0,,,0
NOT_FOUND,หมวกนิรภัย HDPE มาตรฐานมอก. DEXZON สีเหลือง,DEXZON,https://www.homepro.co.th/p/195670,129.0,หมวกนิรภัย REDHAND รุ่น SC-03RHDPE-YL ขนาด 16 x 21 x 21 ซม. สีเหลือง,https://www.thaiwatsadu.com/th/sku/60209327,87.0,,,0
